타임스탬프,사용자ID,화면,이벤트,대상,값,행동,브라우저,디바이스
2026. 2. 6 오후 11:29:20,session_1770388097242_w8eivflt3,기획1-1_화면,버튼 클릭,메모입력완료,"{""cutId"":1,""cutTitle"":""인트로(첫 장면)"",""memoLength"":2,""memoText"":""카페""}",메모입력완료 버튼 클릭,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:29:24,session_1770388146933_3lri1s7zh,로그인,로그인,구글,kwakddsign@gmail.com,구글 로그인,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:29:25,session_1770388097242_w8eivflt3,기획1-1_화면,버튼 클릭,cut_select,"{""cutId"":2,""cutTitle"":""테이블 풀샷"",""prevCutId"":1,""hasMemo"":false,""memoLength"":0}",cut_select 버튼 클릭,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:29:30,session_1770388146933_3lri1s7zh,메인 미션 화면,화면 진입,,,메인 미션 화면 화면 진입,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:29:30,session_1770388097242_w8eivflt3,기획1-1_화면,버튼 클릭,cut_select,"{""cutId"":2,""cutTitle"":""테이블 풀샷"",""prevCutId"":2,""hasMemo"":false,""memoLength"":0}",cut_select 버튼 클릭,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:29:35,session_1770388146933_3lri1s7zh,메인 미션 화면,버튼 클릭,mission_12,,mission_12 버튼 클릭,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:29:36,session_1770388097242_w8eivflt3,기획1-1_화면,버튼 클릭,cut_select,"{""cutId"":2,""cutTitle"":""테이블 풀샷"",""prevCutId"":2,""hasMemo"":false,""memoLength"":0}",cut_select 버튼 클릭,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:29:38,session_1770388097242_w8eivflt3,기획1-1_화면,버튼 클릭,cut_select,"{""cutId"":3,""cutTitle"":""공간 무드"",""prevCutId"":2,""hasMemo"":false,""memoLength"":0}",cut_select 버튼 클릭,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:29:39,session_1770388146933_3lri1s7zh,메인 미션 화면,미션 시작,mission_12,,mission_12 미션 시작,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:29:40,session_1770388097242_w8eivflt3,기획1-1_화면,버튼 클릭,cut_select,"{""cutId"":4,""cutTitle"":""인테리어 디테일"",""prevCutId"":3,""hasMemo"":false,""memoLength"":0}",cut_select 버튼 클릭,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:29:45,session_1770388097242_w8eivflt3,기획1-1_화면,버튼 클릭,cut_select,"{""cutId"":5,""cutTitle"":""공간 시그니처"",""prevCutId"":4,""hasMemo"":false,""memoLength"":0}",cut_select 버튼 클릭,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:29:47,session_1770388146933_3lri1s7zh,기획1-2,화면 진입,,,기획1-2 화면 진입,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:29:49,session_1770388087102_1u8uquruo,편집6-1_화면,버튼 클릭,재생,"{""currentCut"":1,""hasVideo"":false,""isPlaying"":false,""missionStage"":0}",재생 버튼 클릭,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:29:50,session_1770388097242_w8eivflt3,기획1-1_화면,버튼 클릭,cut_select,"{""cutId"":6,""cutTitle"":""마무리 장면"",""prevCutId"":5,""hasMemo"":false,""memoLength"":0}",cut_select 버튼 클릭,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:29:51,session_1770388087102_1u8uquruo,편집6-1_화면,버튼 클릭,컷2,"{""currentCut"":1,""targetCut"":2,""hasVideo"":false,""isPlaying"":false,""missionStage"":0}",컷2 버튼 클릭,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:29:52,session_1770388146933_3lri1s7zh,기획1-2,버튼 클릭,다음,,다음 버튼 클릭,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:29:54,session_1770388097242_w8eivflt3,기획1-1_화면,버튼 클릭,cut_select,"{""cutId"":1,""cutTitle"":""인트로(첫 장면)"",""prevCutId"":6,""hasMemo"":true,""memoLength"":2}",cut_select 버튼 클릭,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:29:55,session_1770388146933_3lri1s7zh,기획1-2_화면,화면 진입,,,기획1-2_화면 화면 진입,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:29:57,session_1770388087102_1u8uquruo,편집6-1_화면,버튼 클릭,컷4,"{""currentCut"":2,""targetCut"":4,""hasVideo"":false,""isPlaying"":false,""missionStage"":0}",컷4 버튼 클릭,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:29:58,session_1770388146933_3lri1s7zh,기획1-2_화면,미션 시작,기획1-2_미션시작,,기획1-2_미션시작 미션 시작,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:29:58,session_1770388097242_w8eivflt3,기획1-1_화면,버튼 클릭,저장하기,"{""memoCount"":1,""totalCuts"":6,""totalMemoLength"":2,""avgMemoLength"":""2.0"",""memoDetails"":[{""cutId"":1,""hasMemo"":true,""memoLength"":2},{""cutId"":2,""hasMemo"":false,""memoLength"":0},{""cutId"":3,""hasMemo"":false,""memoLength"":0},{""cutId"":4,""hasMemo"":false,""memoLength"":0},{""cutId"":5,""hasMemo"":false,""memoLength"":0},{""cutId"":6,""hasMemo"":false,""memoLength"":0}]}",저장하기 버튼 클릭,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:30:00,session_1770388097242_w8eivflt3,기획1-1_화면,미션 완료,기획1-1_미션완료,"완료시간:62.5초,메모수:1,총길이:2",기획1-1_미션완료 미션 완료,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:30:01,session_1770388087102_1u8uquruo,편집6-1_화면,버튼 클릭,컷3,"{""currentCut"":4,""targetCut"":3,""hasVideo"":false,""isPlaying"":false,""missionStage"":0}",컷3 버튼 클릭,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:30:03,session_1770388146933_3lri1s7zh,기획1-2_화면,버튼 클릭,cut_select,"{""cutId"":1,""cutLabel"":""1"",""cutTitle"":""인트로(첫 장면)"",""prevCutId"":1,""hasMemo"":false,""memoLength"":0}",cut_select 버튼 클릭,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:30:04,session_1770388087102_1u8uquruo,편집6-1_화면,버튼 클릭,컷4,"{""currentCut"":3,""targetCut"":4,""hasVideo"":false,""isPlaying"":false,""missionStage"":0}",컷4 버튼 클릭,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:30:04,session_1770388097242_w8eivflt3,기획1-1_화면,화면 이탈,,76.4초,기획1-1_화면 화면 이탈 ,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:30:06,session_1770388097242_w8eivflt3,편집2-1_미션설명,화면 진입,,,편집2-1_미션설명 화면 진입,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:30:08,session_1770388146933_3lri1s7zh,기획1-2_화면,버튼 클릭,메모입력완료,"{""cutId"":1,""cutLabel"":""1"",""cutTitle"":""인트로(첫 장면)"",""memoLength"":5,""memoText"":""test1""}",메모입력완료 버튼 클릭,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:30:09,session_1770388097242_w8eivflt3,편집2-1_미션설명,버튼 클릭,다음,,다음 버튼 클릭,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:30:10,session_1770388087102_1u8uquruo,편집6-1_화면,버튼 클릭,영상추가,"{""currentCut"":4,""hasVideo"":false,""isPlaying"":false,""missionStage"":0}",영상추가 버튼 클릭,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:30:11,session_1770388146933_3lri1s7zh,기획1-2_화면,버튼 클릭,cut_select,"{""cutId"":2,""cutLabel"":""2 - 5"",""cutTitle"":""카페 보여주기"",""prevCutId"":1,""hasMemo"":false,""memoLength"":0}",cut_select 버튼 클릭,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:30:11,session_1770388097242_w8eivflt3,편집2-1_화면,화면 진입,,,편집2-1_화면 화면 진입,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:30:14,session_1770388097242_w8eivflt3,편집2-1_화면,미션 시작,편집2-1_미션시작,,편집2-1_미션시작 미션 시작,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:30:15,session_1770388146933_3lri1s7zh,기획1-2_화면,버튼 클릭,cut_select,"{""cutId"":2,""cutLabel"":""2 - 5"",""cutTitle"":""카페 보여주기"",""prevCutId"":2,""hasMemo"":false,""memoLength"":0}",cut_select 버튼 클릭,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:30:18,session_1770388146933_3lri1s7zh,기획1-2_화면,버튼 클릭,메모입력완료,"{""cutId"":2,""cutLabel"":""2 - 5"",""cutTitle"":""카페 보여주기"",""memoLength"":5,""memoText"":""test2""}",메모입력완료 버튼 클릭,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:30:21,session_1770388097242_w8eivflt3,편집2-1_화면,버튼 클릭,미션포기,"{""currentCut"":1,""uploadedCuts"":0,""subtitledCuts"":0}",미션포기 버튼 클릭,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:30:22,session_1770388146933_3lri1s7zh,기획1-2_화면,버튼 클릭,메모입력완료,"{""cutId"":2,""cutLabel"":""2 - 5"",""cutTitle"":""카페 보여주기"",""memoLength"":5,""memoText"":""test2""}",메모입력완료 버튼 클릭,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:30:25,session_1770388087102_1u8uquruo,편집6-1_화면,버튼 클릭,컷3,"{""currentCut"":4,""targetCut"":3,""hasVideo"":false,""isPlaying"":false,""missionStage"":0}",컷3 버튼 클릭,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:30:25,session_1770388146933_3lri1s7zh,기획1-2_화면,버튼 클릭,저장하기,"{""memoCount"":2,""totalCuts"":3,""totalMemoLength"":10,""avgMemoLength"":""5.0"",""memoDetails"":[{""cutId"":1,""cutLabel"":""1"",""hasMemo"":true,""memoLength"":5},{""cutId"":2,""cutLabel"":""2 - 5"",""hasMemo"":true,""memoLength"":5},{""cutId"":3,""cutLabel"":""6"",""hasMemo"":false,""memoLength"":0}]}",저장하기 버튼 클릭,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:30:27,session_1770388097242_w8eivflt3,편집2-1_화면,화면 이탈,,2.3초,편집2-1_화면 화면 이탈 ,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:30:27,session_1770388087102_1u8uquruo,편집6-1_화면,버튼 클릭,컷4,"{""currentCut"":3,""targetCut"":4,""hasVideo"":false,""isPlaying"":false,""missionStage"":0}",컷4 버튼 클릭,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:30:28,session_1770388146933_3lri1s7zh,기획1-2_화면,미션 완료,기획1-2_미션완료,"완료시간:14.6초,메모수:2,총길이:10",기획1-2_미션완료 미션 완료,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:30:31,session_1770388087102_1u8uquruo,편집6-1_화면,버튼 클릭,저장하기,"{""currentCut"":4,""uploadedCuts"":0,""subtitledCuts"":0,""missionStage"":0}",저장하기 버튼 클릭,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:30:33,session_1770388087102_1u8uquruo,편집6-1_화면,버튼 클릭,컷3,"{""currentCut"":4,""targetCut"":3,""hasVideo"":false,""isPlaying"":false,""missionStage"":0}",컷3 버튼 클릭,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:30:33,session_1770388097242_w8eivflt3,편집2-1_미션설명,화면 진입,,,편집2-1_미션설명 화면 진입,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:30:35,session_1770388087102_1u8uquruo,편집6-1_화면,버튼 클릭,컷5,"{""currentCut"":3,""targetCut"":5,""hasVideo"":false,""isPlaying"":false,""missionStage"":0}",컷5 버튼 클릭,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:30:38,session_1770388087102_1u8uquruo,편집6-1_화면,버튼 클릭,컷4,"{""currentCut"":5,""targetCut"":4,""hasVideo"":false,""isPlaying"":false,""missionStage"":0}",컷4 버튼 클릭,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:30:38,session_1770388097242_w8eivflt3,편집2-1_미션설명,버튼 클릭,다음,,다음 버튼 클릭,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:30:40,session_1770388097242_w8eivflt3,편집2-1_화면,화면 진입,,,편집2-1_화면 화면 진입,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:30:43,session_1770388097242_w8eivflt3,편집2-1_화면,미션 시작,편집2-1_미션시작,,편집2-1_미션시작 미션 시작,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:30:45,session_1770388097242_w8eivflt3,편집2-1_화면,버튼 클릭,컷4,"{""currentCut"":1,""targetCut"":4,""hasVideo"":false,""isPlaying"":false,""expected"":true}",컷4 버튼 클릭,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:30:48,session_1770388097242_w8eivflt3,편집2-1_화면,미션 완료,편집2-1_미션완료,완료시간:1.2초,편집2-1_미션완료 미션 완료,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:30:51,session_1770388097242_w8eivflt3,편집2-1_화면,화면 이탈,,10.4초,편집2-1_화면 화면 이탈 ,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:30:55,session_1770388252228_znh2g9tja,로그인,화면 진입,,,로그인 화면 진입,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:30:58,session_1770388252228_znh2g9tja,메인 미션 화면,화면 진입,,,메인 미션 화면 화면 진입,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:30:58,session_1770388097242_w8eivflt3,편집6-1_미션설명,화면 진입,,,편집6-1_미션설명 화면 진입,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:31:01,session_1770388252228_znh2g9tja,메인 미션 화면,버튼 클릭,미션 6-1,,미션 6-1 버튼 클릭,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:31:04,session_1770388252228_znh2g9tja,메인 미션 화면,미션 시작,미션 6-1,,미션 6-1 미션 시작,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:31:05,session_1770388097242_w8eivflt3,편집6-1_미션설명,버튼 클릭,다음,,다음 버튼 클릭,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:31:08,session_1770388266261_x4w7cq7un,로그인,화면 진입,,,로그인 화면 진입,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:31:12,session_1770388266261_x4w7cq7un,편집6-1_화면,화면 진입,,,편집6-1_화면 화면 진입,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:31:12,session_1770388097242_w8eivflt3,편집6-1_화면,화면 진입,,,편집6-1_화면 화면 진입,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:31:12,session_1770388252228_znh2g9tja,편집6-1_미션설명,화면 진입,,,편집6-1_미션설명 화면 진입,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:31:14,session_1770388266261_x4w7cq7un,편집6-1_화면,미션 시작,편집6-1_기본미션시작,,편집6-1_기본미션시작 미션 시작,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:31:15,session_1770388252228_znh2g9tja,편집6-1_미션설명,버튼 클릭,다음,,다음 버튼 클릭,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:31:15,session_1770388097242_w8eivflt3,편집6-1_화면,미션 시작,편집6-1_기본미션시작,,편집6-1_기본미션시작 미션 시작,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:31:18,session_1770388252228_znh2g9tja,편집6-1_화면,화면 진입,,,편집6-1_화면 화면 진입,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:31:18,session_1770388097242_w8eivflt3,편집6-1_화면,버튼 클릭,자막입력필드,"{""currentCut"":1,""hasVideo"":false,""currentSubtitle"":"""",""missionStage"":0}",자막입력필드 버튼 클릭,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:31:19,session_1770388266261_x4w7cq7un,편집6-1_화면,버튼 클릭,컷4,"{""currentCut"":1,""targetCut"":4,""hasVideo"":false,""isPlaying"":false,""missionStage"":0}",컷4 버튼 클릭,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:31:21,session_1770388252228_znh2g9tja,편집6-1_화면,미션 시작,편집6-1_기본미션시작,,편집6-1_기본미션시작 미션 시작,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:31:21,session_1770388097242_w8eivflt3,편집6-1_화면,버튼 클릭,컷1,"{""currentCut"":1,""targetCut"":1,""hasVideo"":false,""isPlaying"":false,""missionStage"":0}",컷1 버튼 클릭,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:31:23,session_1770388266261_x4w7cq7un,편집6-1_화면,버튼 클릭,바로편집시작,"{""currentCut"":4,""uploadedCuts"":0,""missionStage"":0,""expected"":false}",바로편집시작 버튼 클릭,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:31:23,session_1770388097242_w8eivflt3,편집6-1_화면,버튼 클릭,자막입력필드,"{""currentCut"":1,""hasVideo"":false,""currentSubtitle"":"""",""missionStage"":0}",자막입력필드 버튼 클릭,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:31:25,session_1770388266261_x4w7cq7un,편집6-1_화면,버튼 클릭,컷1,"{""currentCut"":4,""targetCut"":1,""hasVideo"":false,""isPlaying"":false,""missionStage"":0}",컷1 버튼 클릭,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:31:26,session_1770388097242_w8eivflt3,편집6-1_화면,버튼 클릭,AI자막추천,"{""currentCut"":1,""hasVideo"":false,""currentSubtitle"":""자막?"",""missionStage"":0,""isRecommend"":false}",AI자막추천 버튼 클릭,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
